bcr_patient_barcode,dataset,GATA3,PTEN,XBP1,ESR1,MUC1,FN1,GAPDH
OV212,OV,-4.3905,0.5457142857,-2.1595,2.2215,1.99325,-1.392541667,-1.239333333
OV213,OV,-3.746875,-0.8192857143,-1.29525,1.86075,2.756,-0.8805,-1.586666667
OV214,OV,-5.385875,1.566857143,-1.042666667,0.52425,3.236125,-1.147458333,-0.5109166667
OV215,OV,-3.519625,-1.700857143,-0.9244166667,2.416416667,2.3965,-2.215458333,-0.6030833333
OV216,OV,-4.46675,0.7447142857,-1.076833333,3.220583333,2.42175,-2.749541667,-1.03725
OV217,OV,-2.9235,-0.01514285714,-1.714416667,-1.807083333,0.19775,-2.342833333,0.01116666667
OV218,OV,-4.2845,0.8802142857,-1.806,1.270333333,0.311625,-0.1410833333,-1.164416667
OV219,OV,-4.353625,0.4224285714,-0.1840833333,2.029333333,3.4705,-2.837291667,-0.2395833333
OV220,OV,-3.4485,0.1990714286,-1.083833333,1.848666667,2.506375,-2.874458333,-1.784083333
OV221,OV,-3.49525,-0.913,-2.313166667,1.12,2.26425,-0.7792083333,-1.056666667
OV222,OV,-3.859375,0.425,-2.078416667,-3.0495,1.91925,0.614625,-0.3519166667
OV223,OV,-3.409625,1.365642857,-1.55725,-0.06475,2.544875,1.233833333,-0.2625
OV224,OV,-4.552625,0.3505,-0.8304166667,1.314583333,2.55125,-3.138125,-1.338583333
OV225,OV,-3.58475,0.1919285714,-1.445416667,-0.6625833333,2.635375,-0.7134166667,-1.124083333
OV226,OV,-3.501875,0.08085714286,-1.331666667,1.180083333,2.21475,-1.587291667,-0.9053333333
OV227,OV,-4.679875,-2.613857143,0.7185,1.86425,2.38475,-3.192208333,-0.2065833333
OV228,OV,-3.568,0.3390714286,-1.804333333,2.46925,3.162,-2.0045,-0.6035833333
OV229,OV,-3.872125,0.5471428571,-1.25175,0.1985833333,3.123,-0.151,-1.359333333
OV230,OV,-5.0895,1.014,-0.1933333333,1.311416667,3.8465,-2.769375,-0.7130833333
OV231,OV,-4.686125,1.212357143,-0.1205,1.2805,4.062375,-3.364791667,-1.4375
OV232,OV,-4.42725,1.070214286,-0.7231666667,2.297083333,3.215625,-0.6362916667,-1.726833333
OV233,OV,-4.952,0.7282142857,-1.0365,1.414916667,1.779,0.6686666667,-0.7034166667
OV234,OV,-5.45075,1.496,-1.12875,2.35825,1.85475,-3.834541667,-1.76325
OV235,OV,-4.141625,1.045642857,-0.5494166667,2.987583333,2.636,0.6477916667,-1.2095
OV236,OV,-4.352,0.8887142857,0.2040833333,2.464,2.41475,-2.036166667,-1.277833333
OV237,OV,-5.2985,0.2732142857,-1.011666667,1.305666667,1.790875,-1.041583333,-0.99
OV238,OV,-4.532,1.197357143,-0.9815833333,1.297166667,2.250375,1.163875,-1.986583333
OV239,OV,-4.53875,0.6265,-2.346166667,-3.16175,2.4555,-2.783583333,-0.8930833333
OV240,OV,-4.28075,1.1445,-1.35025,1.57275,3.03575,1.009125,-0.9268333333
OV241,OV,-5.117875,1.184785714,-1.3245,2.627583333,3.5725,-1.401125,-1.404833333
OV242,OV,-5.671125,0.9685714286,-0.7373333333,1.916583333,2.134625,-2.006916667,-0.5543333333
OV243,OV,-4.95425,0.4804285714,-1.559666667,2.08275,3.136625,-2.463833333,-0.8193333333
OV244,OV,-3.530875,1.008642857,-1.26425,2.0735,3.025125,1.401125,-0.98025
OV245,OV,-3.84875,1.479214286,-1.3425,2.66925,3.821,0.9075,-1.63825
OV246,OV,-4.625125,-0.1739285714,-0.7444166667,0.9464166667,3.55625,-1.082916667,-1.02525
OV247,OV,-3.290625,0.9942142857,-0.3845833333,2.31725,2.847,0.1005833333,-1.254666667
OV248,OV,-2.794125,0.3576428571,-1.96825,2.15275,-0.37925,-2.988125,-1.630583333
OV249,OV,-4.196625,0.1202857143,-2.006,1.939333333,2.85175,-1.635208333,-0.6968333333
OV250,OV,-5.180875,0.08778571429,0.06858333333,1.502916667,1.894625,-3.250416667,-1.53475
OV251,OV,-4.069125,0.305,0.54725,2.560333333,2.447,-2.655416667,-1.0705
OV252,OV,-4.043125,0.7572857143,-0.9593333333,2.525916667,3.672,-2.245875,-1.188416667
OV253,OV,-4.83975,0.4798571429,-2.3445,2.813166667,2.834625,-2.833041667,-2.062333333
OV254,OV,-4.63825,0.8724285714,-2.330333333,1.629916667,1.617125,-2.572083333,-1.029416667
OV255,OV,-4.883,0.04142857143,-1.812916667,1.376833333,1.900375,-3.725541667,-1.003416667
OV256,OV,-4.1925,1.352285714,0.73225,1.9125,2.117625,0.407875,-1.081916667
OV257,OV,-4.081125,1.946285714,0.3988333333,1.98825,2.15575,1.124708333,-0.9439166667
OV258,OV,-5.179,2.078071429,-0.2831666667,3.35875,1.520875,-2.069166667,-0.5671666667
OV259,OV,-4.463125,1.063785714,-0.37225,2.40725,2.1325,-2.990666667,-0.9545833333
OV260,OV,-4.858,0.2552857143,-0.81925,-3.291166667,-0.277875,0.6965,-1.12625
OV261,OV,-4.185625,1.011071429,-0.6930833333,2.27275,3.09575,-2.193625,-1.2045
OV262,OV,-5.039,0.07292857143,-1.599416667,2.2705,1.462125,-2.515541667,-1.023666667
OV263,OV,-3.643375,1.333,-0.6086666667,2.297666667,-0.20425,-2.439375,-0.5128333333
OV264,OV,-4.136625,1.2215,-1.92675,2.128166667,2.3865,-2.855208333,-1.331916667
OV265,OV,-4.472125,0.7734285714,-0.03991666667,1.3585,2.236125,-1.95775,-1.101083333
OV266,OV,-4.160875,0.5966428571,-0.7485833333,2.014166667,2.31625,-3.113416667,-1.79675
OV267,OV,-3.31875,1.276142857,-0.544,1.087833333,1.4075,-2.64875,-1.192166667
OV268,OV,-4.832125,0.7980714286,-2.404833333,0.8283333333,2.626125,-3.010625,-0.09166666667
OV269,OV,-3.313375,1.558,-1.655,1.882416667,2.63875,-0.4494583333,-1.606833333
OV270,OV,-4.13375,0.4486428571,-0.4184166667,1.905833333,2.15525,0.3859583333,-0.7765833333
OV271,OV,-3.632375,1.009142857,-0.1350833333,1.473333333,2.9455,2.491291667,-0.9600833333
OV272,OV,-3.952,0.8746428571,-2.483333333,2.318333333,3.135375,-3.317666667,-1.654916667
OV273,OV,-5.253,-1.061142857,0.02066666667,1.030333333,0.609,-2.93525,-0.9020833333
OV274,OV,-5.136375,1.318928571,-0.9159166667,2.117333333,2.144,-2.547541667,-1.076333333
OV275,OV,-4.998375,1.091357143,-0.1389166667,2.204,1.957625,-2.357416667,-0.5723333333
OV276,OV,-4.627125,1.351714286,-3.03125,1.372166667,1.799875,-2.262041667,-0.6185833333
OV277,OV,-4.707625,1.810714286,-1.016166667,2.553083333,2.5595,-1.509375,-0.8623333333
OV278,OV,-3.483,1.547142857,0.6985,1.539333333,3.2245,-0.6540833333,-0.2413333333
OV279,OV,-4.402625,0.3171428571,-0.2095,3.233416667,2.38225,-1.376708333,-1.026916667
OV280,OV,-5.237,0.4435,-0.97575,2.16575,2.362,-3.162666667,-1.651916667
OV281,OV,-3.948,0.925,0.4438333333,1.008583333,2.83625,-2.757916667,-0.5675833333
OV282,OV,-4.344375,0.9122857143,-2.166416667,1.571666667,2.49525,-0.3369166667,-1.965333333
OV283,OV,-4.597875,0.2085714286,1.31975,0.9758333333,3.560875,-1.796416667,-0.9701666667
OV284,OV,-3.780625,1.374714286,-0.4443333333,1.5695,2.1405,0.8326666667,-1.502083333
OV285,OV,-3.99225,0.3701428571,-0.9519166667,1.505583333,1.184125,0.5687083333,-0.6574166667
OV286,OV,-4.252375,0.689,-2.68525,2.274583333,-0.14375,-0.5727916667,-1.127833333
OV287,OV,-4.493875,0.6982857143,-1.060333333,2.756083333,2.13525,-2.632208333,-0.3175833333
OV288,OV,-3.759125,0.9509285714,-0.04808333333,4.028666667,1.97,-1.57575,-0.2639166667
OV289,OV,-4.547375,0.06928571429,-1.909333333,1.489083333,2.795875,-2.118291667,-1.18175
OV290,OV,-4.08175,0.8670714286,0.8919166667,2.56875,2.585875,-2.435791667,-1.28025
OV291,OV,-3.571625,-0.6165,-1.0125,2.178416667,3.75725,-0.05345833333,-0.5705
OV292,OV,-4.04975,0.7293571429,0.3345833333,2.668916667,2.785375,-0.7680416667,-1.0685
OV293,OV,-3.407375,1.328285714,0.2413333333,2.615,3.808125,-0.03079166667,-0.45875
OV294,OV,-5.68875,0.8604285714,-0.67775,0.68725,3.0525,-3.429291667,0.7261666667
OV295,OV,-4.992875,-1.113857143,1.642333333,-3.510833333,0.902,-1.337875,-1.151833333
OV296,OV,-5.078125,1.323928571,0.1083333333,2.41,3.983375,-2.988291667,-0.3963333333
OV297,OV,-5.181625,0.4697142857,-0.4379166667,2.972166667,2.764625,-1.498583333,-1.360333333
OV298,OV,-5.061125,-0.03057142857,-0.32275,2.5485,4.0855,-2.08925,-0.2190833333
OV299,OV,-4.910125,0.5945,-0.1425,-0.7541666667,2.83975,-3.073875,-0.1806666667
OV300,OV,-4.139125,1.039142857,0.449,1.804166667,2.619875,-0.4733333333,-0.9275
OV301,OV,-5.686625,-1.944,-2.7745,3.453416667,3.836375,-1.286666667,-0.3965
OV302,OV,-5.731125,0.8217857143,-1.050666667,2.505833333,0.641375,-0.357,-0.82825
OV303,OV,-4.228625,1.213571429,-1.7215,2.953,-0.44425,-1.111916667,-2.542416667
OV304,OV,-5.008875,-1.668428571,-1.1275,1.888166667,2.647,-3.361166667,-1.588083333
OV305,OV,-4.361375,0.5484285714,-2.049583333,1.602666667,2.4755,-3.219458333,-1.496583333
OV306,OV,-5.909625,0.4132142857,-2.096666667,1.294833333,3.38825,-1.334875,0.0035
OV307,OV,-4.44,0.4787857143,-1.724333333,2.642166667,2.3675,-1.395125,-0.46475
OV308,OV,-4.245625,1.752214286,-1.5595,2.881916667,2.5125,-0.8144166667,-1.783833333
OV309,OV,-3.79425,-1.237357143,-0.2410833333,-0.01725,2.66325,-0.6268333333,-0.25025
OV310,OV,-4.12475,1.112071429,-0.1853333333,2.675916667,3.02825,-1.773333333,-0.2143333333
OV311,OV,-4.573625,1.645785714,-0.5105833333,2.0015,3.214,-0.993375,-0.722
OV312,OV,-4.464375,0.1615714286,-0.54325,0.6020833333,2.91775,0.3677916667,-0.2205833333
OV313,OV,-3.497375,0.214,0.5440833333,2.216083333,2.812875,-0.712875,-0.5005833333
OV314,OV,-4.520125,1.2715,0.01925,2.173916667,3.146,-0.3722083333,0.1590833333
OV315,OV,-4.735,0.6472857143,-0.3883333333,2.470333333,2.478,1.395,0.1463333333
OV316,OV,-4.4375,0.3963571429,0.2833333333,2.24575,2.7465,-1.654625,-0.6565833333
OV317,OV,-4.39325,1.144571429,-0.14825,1.319416667,2.6985,1.528708333,-0.9325
OV318,OV,-4.09675,0.4797142857,-0.6249166667,1.819583333,2.838,-0.6303333333,-0.6105
OV319,OV,-4.579375,-1.421714286,-0.3739166667,1.71125,3.78425,-2.997125,-0.5950833333
OV320,OV,-4.236625,0.5123571429,-0.27675,1.62075,2.930125,0.892,0.53125
OV321,OV,-5.844,0.2887857143,-0.7313333333,1.732083333,1.076,-2.982,-0.7361666667
OV322,OV,-4.600875,0.8703571429,0.3524166667,2.295583333,2.719875,-1.628875,-1.25875
OV323,OV,-3.793125,1.774071429,-1.310083333,1.712416667,1.85775,-1.835416667,-0.8110833333
OV324,OV,-4.550875,0.6955,-1.167,0.7680833333,1.72375,-2.755333333,-0.8258333333
OV325,OV,-0.937375,0.9692142857,-1.3445,-5.033166667,0.009125,-3.74625,-2.25
OV326,OV,-4.625875,1.669142857,0.3274166667,2.7995,1.773,-0.119375,-1.064166667
OV327,OV,-4.325,1.489571429,-0.13,1.977666667,3.574,-0.1064166667,-0.5871666667
OV328,OV,-5.2455,0.7563571429,0.38725,3.49925,4.0685,-2.472833333,-0.2951666667
OV329,OV,-4.48,0.741,-0.90275,1.481083333,3.507875,0.8393333333,-1.284666667
OV330,OV,-5.7705,0.7202142857,-0.2174166667,2.381666667,1.734125,-2.972,-0.3425833333
OV331,OV,-4.259,1.274285714,-0.04783333333,1.645666667,3.3985,-1.370708333,-0.8274166667
OV332,OV,-4.71,1.8815,0.33775,2.1275,2.295375,-1.746208333,-0.76
OV333,OV,-2.99,0.152,-1.712416667,2.35375,-0.01925,-1.959833333,0.03275
OV334,OV,-3.93075,0.9192857143,-1.126666667,2.579083333,2.740125,-2.226458333,-0.878
OV335,OV,-3.94025,0.9664285714,0.84475,0.63475,3.413125,0.5189583333,-0.8868333333
OV336,OV,-4.859875,1.4165,-1.172916667,1.805666667,2.7115,0.1409583333,-0.46275
OV337,OV,-5.48275,0.1199285714,0.9624166667,0.9958333333,3.205,-0.505625,-0.921
OV338,OV,-3.680375,1.318714286,-0.38575,0.9040833333,2.029,1.078916667,-0.73625
OV339,OV,-4.167125,1.921214286,0.05291666667,1.447,3.189625,-1.976333333,-0.9555
OV340,OV,-3.68425,1.649357143,-0.6533333333,1.2775,1.867875,1.482666667,-1.06725
OV341,OV,-3.820875,1.200357143,0.9448333333,2.148416667,0.9295,-2.2955,-0.07133333333
OV342,OV,-4.34125,0.9568571429,-1.210416667,0.9959166667,1.54925,0.690375,-1.205833333
OV343,OV,-4.813,1.210714286,-0.5030833333,1.836583333,3.024125,-2.014208333,-0.5069166667
OV344,OV,-4.509625,0.9214285714,0.4093333333,1.615166667,2.704,-3.019208333,-0.89825
OV345,OV,-4.672875,0.1925,-0.17875,0.6031666667,2.2525,-2.898041667,-1.223833333
OV346,OV,-4.21025,1.260642857,-1.928166667,1.366666667,2.302375,0.5494583333,-1.064416667
OV347,OV,-4.263875,1.869857143,-0.9455833333,1.949083333,0.994875,-1.617833333,-0.683
OV348,OV,-3.438375,1.653285714,-1.292166667,3.268916667,2.8155,0.2608333333,-1.244833333
OV349,OV,-3.989375,0.995,-0.7769166667,2.583166667,2.104375,-2.656916667,-0.77175
OV350,OV,-3.525875,-0.3027857143,-1.566,3.63075,2.638625,-3.192625,-1.20375
OV351,OV,-4.21825,-0.2921428571,-1.24175,-3.370583333,-0.8245,-2.127,-1.822666667
OV352,OV,-3.26925,0.1927142857,0.8935,1.585833333,2.138875,-2.675416667,-1.629166667
OV353,OV,-4.31575,1.911142857,-0.44225,0.21525,2.57675,1.546333333,-0.2795833333
OV354,OV,-4.59575,0.7692857143,-1.00375,2.921583333,2.389625,-2.789416667,-1.081916667
OV355,OV,-5.58925,-1.458,-0.3058333333,2.18275,2.91725,-2.795375,-0.235
OV356,OV,-3.66,0.6895714286,-0.06691666667,2.263416667,-0.8445,-2.133791667,-0.2069166667
OV357,OV,-4.55425,0.7587142857,-1.54525,0.1325833333,-0.208,-1.202333333,-0.736
OV358,OV,-4.815375,0.3434285714,-0.4214166667,2.900666667,2.831375,-1.588583333,-0.97225
OV359,OV,-5.175,1.734214286,-1.472583333,3.28675,2.948125,-2.89225,0.2761666667
OV360,OV,-3.833125,1.160142857,0.7365,0.4105833333,1.443375,2.109458333,-0.8145
OV361,OV,-5.156375,0.7991428571,-0.9210833333,2.20375,3.151625,-0.4073333333,0.5434166667
OV362,OV,-4.18675,1.477428571,-1.079666667,2.681333333,1.893875,-2.341958333,-0.8671666667
OV363,OV,-4.22325,1.503071429,-0.5295833333,2.317916667,3.271375,0.0475,-0.72
OV364,OV,-4.716375,1.2665,-1.4645,1.6765,3.514875,0.5057916667,-1.15975
OV365,OV,-4.652875,1.560571429,-2.053583333,1.839916667,2.395375,0.2770416667,-1.040916667
OV366,OV,-3.927625,0.9180714286,-1.682333333,1.8255,2.690875,-0.8290833333,0.23675
OV367,OV,-3.785875,0.7706428571,-0.0095,0.6705833333,2.39775,-1.420791667,-1.900833333
OV368,OV,-4.6815,1.261928571,-0.5109166667,1.758916667,3.561375,-0.15575,-1.216333333
OV369,OV,-4.74,-0.1754285714,-1.208583333,2.6455,2.134625,-1.881875,-1.920083333
OV370,OV,-4.203125,1.696214286,0.6649166667,0.9854166667,1.87575,-0.08479166667,0.01366666667
OV371,OV,-4.823875,1.457285714,-0.617,-0.1376666667,-1.91775,-1.894833333,0.61975
OV372,OV,-4.103625,1.111714286,0.23175,0.9661666667,3.602,-0.3884166667,-1.6295
OV373,OV,-4.706375,1.397142857,-1.388083333,0.8938333333,3.977125,-0.5565416667,-1.078
OV374,OV,-4.783125,1.8155,-0.2356666667,2.721583333,2.35975,1.304125,-0.4798333333
OV375,OV,-3.945125,-0.02071428571,-0.5950833333,1.099583333,3.23625,-3.11925,-2.090333333
OV376,OV,-3.169125,-0.1370714286,-2.567416667,0.6264166667,3.8695,-2.196041667,-0.6414166667
OV377,OV,-3.965625,0.2619285714,-1.056583333,1.69825,0.9795,-0.08608333333,-0.4290833333
OV378,OV,-4.88525,0.4277142857,0.1029166667,1.230333333,2.046625,-1.093833333,-0.5315833333
OV379,OV,-3.938,0.4905,0.3520833333,-0.3464166667,2.66275,0.07491666667,-1.958083333
OV380,OV,-4.852875,-0.1192857143,0.03308333333,2.118833333,1.878125,-2.216,-0.2243333333
OV381,OV,-4.37025,0.2746428571,-0.9749166667,2.298416667,2.65475,-1.699,-1.384916667
OV382,OV,-3.948,0.3002142857,0.002333333333,1.3955,2.91375,-2.143458333,-1.137833333
OV383,OV,-3.737625,0.7677142857,-1.66125,1.218583333,1.3335,0.01483333333,-0.9284166667
OV384,OV,-4.35925,1.768571429,-1.34225,1.805416667,1.176875,0.3379166667,-1.331583333
OV385,OV,-4.6145,0.2778571429,-1.822833333,1.730833333,2.447625,-3.359166667,-1.80925
OV386,OV,-4.005428571,-0.04071428571,-1.428166667,2.060833333,2.74125,-2.621291667,-1.9485
OV387,OV,-4.104625,1.290857143,-0.08616666667,1.553916667,3.683125,-0.1110833333,-1.168166667
OV388,OV,-3.947875,1.131,-0.1425833333,2.32325,3.21975,-1.084791667,-1.196833333
OV389,OV,-4.429375,0.2696428571,-0.3509166667,1.557,2.7075,-1.404916667,-2.084
OV390,OV,-4.539875,-0.3905,-1.334416667,2.938416667,1.4465,-1.870833333,-0.1481666667
OV391,OV,-5.051875,1.184642857,0.4478333333,-0.1566666667,2.19475,-3.020083333,-0.9795
OV392,OV,-4.459875,0.2332857143,-0.7055,1.643583333,2.599125,-2.237291667,-0.5865833333
OV393,OV,-4.338,0.4041428571,-0.06558333333,0.8649166667,2.6955,-0.3641666667,-1.063166667
OV394,OV,-4.95675,0.7000714286,-0.1744166667,1.959083333,2.20475,-0.06470833333,-1.28125
OV395,OV,-3.96125,1.592285714,0.2955,1.6015,1.8875,0.90275,-0.6631666667
OV396,OV,-3.751125,-0.1957857143,-1.545916667,0.8201666667,2.797,-0.5915,-1.011666667
OV397,OV,-4.292125,0.7347857143,-0.794,0.6244166667,2.841,-0.1492083333,-1.028916667
OV398,OV,-4.926125,0.9235714286,-0.6809166667,1.57225,3.781625,-1.437791667,-1.145833333
OV399,OV,-4.909625,0.8794285714,0.1388333333,1.774,2.7805,-3.119666667,-1.874916667
OV400,OV,-4.97675,0.2785,-1.510916667,-2.128583333,-1.189125,-2.355583333,-1.488416667
OV401,OV,-3.601,-0.67,-2.354333333,1.784333333,0.258375,-2.819833333,-1.806916667
OV402,OV,-4.118625,1.380857143,-0.85375,1.521916667,1.618125,-1.282291667,-1.47125
OV403,OV,-3.941125,1.042428571,-0.921,0.7665833333,1.763875,-0.632625,-1.43475
OV404,OV,-4.41275,0.5777142857,-0.1236666667,2.506166667,1.732875,-3.15625,-1.191083333
OV405,OV,-3.660625,0.1385,0.8945833333,0.7636666667,-0.277125,-1.807041667,-0.6538333333
OV406,OV,-4.086625,0.8716428571,-0.9370833333,1.554916667,2.421125,-1.274708333,-0.7019166667
OV407,OV,-3.592625,0.4179285714,0.6223333333,0.9855833333,1.847875,-1.824291667,-0.6821666667
OV408,OV,-4.467625,-0.08735714286,-0.21925,1.722333333,2.497875,-1.589458333,-0.9554166667
OV409,OV,-5.0285,1.475642857,-0.6254166667,3.379833333,2.53625,-0.4155833333,-0.42225
OV410,OV,-4.490125,0.9550714286,-0.6016666667,3.075083333,2.556375,-1.518666667,-0.7316666667
OV411,OV,-4.727375,0.8235714286,-0.36625,1.545416667,2.7,-2.577625,0.01466666667
OV412,OV,-4.06925,1.155928571,1.227,2.1465,2.960375,-0.9045833333,-1.50875
OV413,OV,-4.6265,1.302142857,-0.35675,-0.9186666667,3.516625,-2.045541667,-0.72425
OV414,OV,-4.1305,-0.3072857143,0.052,-0.452,1.3965,-1.746791667,-1.362
OV415,OV,-4.37775,1.007,-2.5125,2.426833333,1.167,-1.640333333,-1.73375
OV416,OV,-3.93325,0.5071428571,-0.63425,1.058333333,2.821,-1.226416667,-1.349833333
OV417,OV,-5.423625,0.9130714286,0.32475,2.487833333,2.068875,-2.148083333,-0.3154166667
OV418,OV,-3.286875,1.704928571,-2.04925,0.7945833333,2.489125,1.143166667,-1.107333333
OV419,OV,-4.805125,-0.1432142857,-0.3263333333,1.739916667,3.2495,-2.824833333,-1.879166667
OV420,OV,-4.01675,0.7378571429,0.5125833333,0.79825,1.9845,-0.01341666667,-1.773666667
OV421,OV,-3.676125,0.9265714286,-1.913,1.29525,1.956625,-2.868333333,-0.45525
OV422,OV,-4.549875,0.4746428571,-1.455,1.452583333,3.357375,-0.307125,-1.436416667
OV423,OV,-4.17875,-0.2722857143,-0.1570833333,0.60775,2.171875,-1.716541667,-1.649
OV424,OV,-3.026,0.4767142857,-1.214333333,0.418,4.561875,0.6966666667,-1.3125
OV425,OV,-4.84675,0.3837857143,0.08825,1.119,0.621,-2.264708333,-0.6100833333
OV426,OV,-2.585625,-1.341714286,-0.047,0.9696666667,2.717,-1.422583333,-0.84875
OV427,OV,-3.452625,1.771571429,-0.9149166667,1.90125,2.81975,0.5689166667,-0.5958333333
OV428,OV,-3.54275,0.7468571429,-0.8189166667,3.566083333,2.819625,0.6042916667,-0.2398333333
OV429,OV,-4.448375,0.079,-1.090166667,1.576583333,1.668,-2.668833333,-1.585916667
OV430,OV,-4.094375,0.4981428571,-1.812166667,1.64525,1.78625,0.4467083333,-2.150916667
OV431,OV,-2.857875,1.173357143,-2.2215,2.282,2.19525,-1.017208333,0.08708333333
OV432,OV,-3.566375,0.1125714286,-0.1703333333,1.63725,2.215625,0.4380833333,-1.499583333
OV433,OV,-3.689375,1.836714286,-1.044083333,1.280916667,2.1285,0.247875,0.7045
OV434,OV,-4.10025,1.026214286,-1.9625,1.59375,1.471125,0.7797083333,-2.224916667
OV435,OV,-4.5195,-0.1269285714,-0.6105,0.6639166667,2.06925,-0.7028333333,-0.837
OV436,OV,-4.334625,0.1580714286,0.04175,1.6805,3.397375,0.4828333333,-0.8051666667
OV437,OV,-4.71225,0.4124285714,-0.4475833333,4.334583333,2.523,-2.849666667,-1.866333333
OV438,OV,-4.304625,-0.8892142857,-0.3035833333,2.696083333,2.615125,0.7974583333,-0.6316666667
OV439,OV,-3.88825,0.6347142857,-0.7915,1.723833333,2.959,0.6832916667,-1.45225
OV440,OV,-4.44875,1.738142857,-0.3825833333,2.229416667,0.73,-2.743041667,-1.01375
OV441,OV,-3.36975,1.291714286,0.4346666667,0.9793333333,2.832,0.7376666667,-0.7651666667
OV442,OV,-3.70025,0.3411428571,-0.59075,0.917,1.997875,1.058375,-0.803
OV443,OV,-4.285125,1.560714286,-0.15275,2.660666667,2.354625,-1.783916667,-2.477916667
OV444,OV,-4.272625,1.37,-0.6958333333,0.4770833333,2.275125,0.4996666667,-0.1348333333
OV445,OV,-5.066125,-1.3815,-0.8565,1.0435,2.359375,-2.979291667,-1.24525
OV446,OV,-4.50425,1.007428571,0.5868333333,1.39275,0.91975,-3.274041667,0.2795833333
OV447,OV,-4.422,0.2574285714,-0.6076666667,1.562583333,2.173,-1.06075,-1.138166667
OV448,OV,-5.09575,0.9682142857,-2.437,3.215083333,-0.180625,-3.085125,-0.3509166667
OV449,OV,-3.930125,0.8421428571,0.245,-0.1925833333,1.40975,1.598875,-0.6621666667
OV450,OV,-4.83575,0.1135,-1.733583333,1.546416667,1.194375,-2.349291667,-0.489
OV451,OV,-4.490875,0.8273571429,-0.5260833333,3.030416667,3.2085,-1.797291667,-1.192
OV452,OV,-4.125375,1.268571429,-0.7784166667,1.39875,1.04225,0.8828333333,0.2816666667
OV453,OV,-4.26825,0.67,0.836,0.3156666667,3.3735,-1.883458333,-1.4345
OV454,OV,-3.986125,1.92,-0.6979166667,1.368,3.497875,-0.8578333333,-1.804
OV455,OV,-4.458625,1.1635,-2.504333333,2.141666667,1.584125,-2.404333333,-1.13375
OV456,OV,-4.011375,0.3297857143,-2.397416667,2.422416667,2.646375,-2.790708333,-1.235583333
OV457,OV,-4.129875,0.3735714286,0.4365,1.740833333,2.52975,-2.673666667,-0.8668333333
OV458,OV,-4.244625,0.8340714286,-0.3285,3.290166667,2.515,-2.312416667,-1.859916667
OV459,OV,-4.422125,0.5730714286,-0.1805,1.028833333,2.32,-2.591,-1.425416667
OV460,OV,-5.11675,1.226214286,-1.300583333,0.269,1.602625,-1.280708333,-1.252666667
OV461,OV,-3.88925,0.2792142857,-0.8975,0.59475,2.472625,0.5000833333,-0.2315
OV462,OV,-3.949125,1.249142857,-2.012833333,1.251833333,2.598375,1.400166667,-1.340083333
OV463,OV,-4.141375,0.5050714286,-0.8346666667,2.172083333,3.1285,-0.5564583333,-0.8825833333
OV464,OV,-4.50125,1.133714286,-0.1674166667,2.146583333,3.462625,-1.518583333,-1.536416667
OV465,OV,-4.75175,0.1122857143,-1.850833333,0.87275,0.721125,-0.4307083333,-0.5086666667
OV466,OV,-3.492375,0.4037857143,0.003666666667,1.029666667,1.42975,-0.9461666667,-1.356
OV467,OV,-4.726875,0.3275,-0.40525,2.4595,2.489125,-2.989166667,-1.105083333
OV468,OV,-3.979875,1.265642857,-0.7246666667,1.98425,3.05825,0.05158333333,-0.4805833333
OV469,OV,-4.26925,1.368142857,-0.864,2.163916667,1.9385,-2.281916667,-0.39375
OV470,OV,-3.7245,-0.4992857143,-1.939416667,2.013333333,3.158625,-1.974541667,-0.7588333333
OV471,OV,-4.4545,0.6065,-1.93625,-0.003,0.985125,-3.037875,-1.267
OV472,OV,-4.655125,0.3130714286,-1.354583333,0.87975,2.546625,-0.1095416667,-1.255666667
OV473,OV,-3.175625,1.233285714,-1.0745,2.066166667,1.343625,1.018791667,-1.14775
OV474,OV,-3.937,1.395214286,-1.588083333,0.8445833333,2.28575,0.7230416667,-1.384083333
OV475,OV,-3.7645,0.1756428571,-0.2706666667,0.8384166667,2.6845,-0.041,-1.900833333
OV476,OV,-4.118875,0.6087857143,-0.845,1.137333333,2.807625,-1.050208333,-2.26
OV477,OV,-5.246125,0.1957857143,-0.95725,0.54325,1.373,-3.267583333,-0.39925
OV478,OV,-3.285375,0.6849285714,-0.3434166667,2.72,3.116625,-2.336583333,-1.083416667
OV479,OV,-3.388125,0.3182142857,-0.6559166667,0.3460833333,1.8995,-1.210875,-1.362833333
OV480,OV,-4.923125,0.9611428571,-2.226416667,2.716,1.305125,-1.160458333,-1.021166667
OV481,OV,-4.883875,1.677928571,0.002,2.179666667,3.151375,-2.799625,-1.3475
OV482,OV,-4.05175,1.343071429,0.14025,1.68475,2.730375,1.35975,-1.492666667
OV483,OV,-2.776125,0.2104285714,-0.5205833333,1.60475,2.8535,-3.377958333,-1.798833333
OV484,OV,-5.11825,-0.1699285714,0.3239166667,1.525833333,0.45975,-2.627,-1.996833333
OV485,OV,-2.891,0.8418571429,-1.562083333,1.921083333,2.7205,-1.944625,-0.4454166667
OV486,OV,-4.086625,-0.02342857143,-0.763,3.179333333,2.37725,-2.1635,-1.54275
OV487,OV,-4.447,2.7275,-0.2535833333,1.662833333,-0.3005,-1.876333333,-0.07533333333
OV488,OV,1.395875,0.03521428571,-0.4716666667,-4.227916667,1.8425,-3.0555,-1.358083333
